LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
850,2113,115916,Primary,18,15,6,14.7,6.7,3.1,21.2,"£37,185"
850,2115,115918,Primary,14,13,2,10.5,6,1.1,24.9,"£35,963"
850,2116,115919,Primary,16,20,4,13.5,12.2,2.6,26.3,"£41,486"
850,2117,115920,Primary,6,9,2,5.2,5.2,1.1,18.5,"£33,896"
850,2119,115921,Primary,8,11,3,7,4.5,1.9,18.6,"£37,881"
850,2120,115922,Primary,20,16,5,15.2,10.7,3.8,27.4,"£38,730"
850,2125,115924,Primary,11,9,2,9.1,6.2,2,23.3,"£37,685"
850,2127,115925,Primary,11,16,2,9.9,9.9,2,20.8,"£38,862"
850,2128,115926,Primary,24,22,7,21,12,5,22.5,"£38,523"
850,2137,115928,Primary,16,16,4,13.3,10,3.6,20.3,"£36,190"
850,2140,115929,Primary,20,12,4,17.1,8.3,4,21.4,"£38,752"
850,2147,115931,Primary,7,7,4,4.7,3.5,1.3,15.4,"£37,368"
850,2148,115932,Primary,9,6,5,7.4,3.7,2.5,22.7,"£37,712"
850,2155,115933,Primary,14,15,5,10.2,6.2,2.7,17.8,"£35,961"
850,2157,115934,Primary,7,5,2,6.2,2.8,1.6,13.7,"£38,682"
850,2161,115935,Primary,11,5,5,9.3,3.1,2.1,18.3,"£33,882"
850,2162,115936,Primary,16,32,4,14,11.8,2.3,24.7,"£37,440"
850,2167,115937,Primary,15,32,10,12.9,13.8,3,20,"£36,727"
850,2168,115938,Primary,23,16,5,19.7,10.3,4,22.2,"£36,762"
850,2169,115939,Primary,10,4,3,8.3,3.1,1.4,19.1,"£34,475"
850,2170,115940,Primary,26,30,6,22.3,13.9,3.7,21.3,"£37,914"
850,2175,115943,Primary,23,10,7,15.9,4.9,4.6,23.9,"£39,245"
850,2176,115944,Primary,19,13,4,15.2,6.5,3.9,23,"£37,249"
850,2180,115945,Primary,8,8,2,6.5,4.2,1.3,21.1,"£39,583"
850,2181,115946,Primary,10,7,2,7.5,4.3,1.3,14.7,"£38,205"
850,2182,115947,Primary,10,7,4,9.2,4,2.4,18,"£37,895"
850,2183,115948,Primary,7,8,2,5,4.8,1,21.1,"£36,313"
850,2186,115949,Primary,8,7,3,7.2,2.6,2,20,"£38,042"
850,2190,115952,Primary,17,18,5,15.1,9.8,2.4,21.4,"£36,753"
850,2193,115953,Primary,12,10,4,9.2,6.6,2.3,19.7,"£38,436"
850,2194,115954,Primary,11,15,5,8,10,3.2,20.5,"£33,740"
850,2196,115955,Primary,9,10,3,7.2,7.2,2.3,24.4,"£38,394"
850,2197,115956,Primary,14,14,5,12.5,8.9,4.3,29.1,"£37,306"
850,2200,115957,Primary,8,6,2,6.7,4.5,2,19.3,"£38,575"
850,2202,115959,Primary,12,9,5,8.4,4.1,2,23.8,"£34,440"
850,2203,115960,Primary,10,9,4,6.9,5.6,1.2,18.9,"£39,081"
850,2206,115962,Primary,18,18,4,16.2,13.6,3.8,18.2,"£34,490"
850,2211,115963,Primary,11,15,3,10.3,9.6,2,17.3,"£37,691"
850,2213,115964,Primary,15,19,6,14.2,9.9,4,24.1,"£37,789"
850,2214,115965,Primary,15,28,5,12,14.8,4,22.5,"£37,003"
850,2215,115966,Primary,8,10,6,8,6.3,2.6,20.6,"£34,974"
850,2216,115967,Primary,14,14,6,11.4,9.9,4.3,21.6,"£39,017"
850,2217,115968,Primary,13,15,2,10.4,8.8,1.3,21.5,"£36,536"
850,2220,115970,Primary,26,27,5,24.2,21.5,4,20.3,"£33,108"
850,2223,115971,Primary,9,11,2,8.1,8,1.5,17.7,"£40,356"
850,2224,115972,Primary,23,22,8,19.9,16.3,5.7,24.7,"£37,649"
850,2226,115973,Primary,9,9,4,8.3,5.7,1.7,21.6,"£38,076"
850,2227,115974,Primary,13,6,2,12.8,5.8,2,20.5,"£38,865"
850,2228,115975,Primary,13,18,3,12.2,14.9,1.9,17.1,"£33,183"
850,2229,115976,Primary,27,29,3,23.5,16.4,2.3,22.3,"£37,823"
850,2230,115977,Primary,12,16,7,11.6,8,3.5,22.8,"£37,719"
850,2237,115980,Primary,16,24,4,13.6,11.1,2.5,19.8,"£38,768"
850,2238,115981,Primary,10,12,3,8,6.8,1.8,18.3,"£40,068"
850,2239,115982,Primary,16,20,3,13.3,11.8,2.5,20.4,"£38,280"
850,2241,115983,Primary,10,13,4,8.6,8,2.3,15.8,"£34,894"
850,2242,115984,Primary,16,11,5,15,6.3,3.8,26.4,"£35,557"
850,2243,115985,Primary,9,12,4,7.1,7,2.1,20,"£39,777"
850,2246,115986,Primary,10,10,3,9.2,6.6,2.1,18.6,"£38,764"
850,2248,115988,Primary,19,22,6,15.6,10.4,4.3,24.6,"£38,688"
850,2249,115989,Primary,18,20,5,15.3,9.7,3.2,20.3,"£37,648"
850,2252,115990,Primary,32,35,8,28.3,15.7,5.7,22.2,"£38,051"
850,2254,115991,Primary,27,39,8,26,25,5.8,16.3,"£37,818"
850,2255,115992,Primary,10,12,4,7.8,6.1,2.2,20.8,"£39,406"
850,2256,115993,Primary,12,12,3,10.4,7,1.9,17.1,"£35,446"
850,2257,115994,Primary,14,15,5,11.9,7.5,2.9,21.9,"£39,498"
850,2263,115997,Primary,28,16,10,24.4,11.3,6.8,23.6,"£36,612"
850,2265,115998,Primary,18,17,5,14,8.2,3.3,19.7,"£37,750"
850,2266,115999,Primary,20,15,7,15.4,7,3.5,22,"£35,887"
850,2267,116000,Primary,18,19,5,16.2,9.4,3.5,21.6,"£36,950"
850,2268,116001,Primary,17,12,5,16.2,9.4,3.9,18.6,"£34,414"
850,2269,116002,Primary,15,27,7,12.8,11.3,3.4,25,"£36,633"
850,2270,116003,Primary,14,17,5,12.1,7.9,2.4,23.9,"£38,741"
850,2271,116004,Primary,9,12,3,9,9.4,2.9,22.4,"£38,408"
850,2272,116005,Primary,23,24,5,21.8,13.9,4.2,20.9,"£33,013"
850,2273,116006,Primary,14,11,4,11.4,5.2,3,20.6,"£38,051"
850,2274,116007,Primary,27,18,9,19.5,9.3,5.1,19.8,"£36,210"
850,2276,116009,Primary,10,13,2,8.2,7.8,1.7,22,"£39,220"
850,2278,116010,Primary,21,16,8,16.6,7.5,3.8,23,"£39,424"
850,2282,116012,Primary,17,22,4,13.4,12.8,3,21.9,"£35,139"
850,2283,116013,Primary,15,11,4,12.5,6,3.2,19.7,"£40,843"
850,2284,116014,Primary,11,15,4,10.4,9.7,2.5,20.8,"£37,995"
850,2285,116015,Primary,10,9,3,8.8,6.7,2,22,"£36,962"
850,2286,116016,Primary,17,11,3,15.2,9.5,2.9,23.5,"£38,626"
850,2287,116017,Primary,24,24,5,21.2,17.1,4.5,19.2,"£37,269"
850,2288,116018,Primary,26,27,3,23.5,21.8,2.8,17.2,"£36,708"
850,2289,116019,Primary,14,6,4,11.1,3.5,2.9,21,"£39,392"
850,2290,116020,Primary,16,24,5,14.4,12.8,4.1,24,"£35,966"
850,2291,116021,Primary,8,9,2,7.2,5.1,1.7,21.8,"£33,431"
850,2297,116022,Primary,19,20,7,16.9,10.2,4.7,22.7,"£40,026"
850,2298,116023,Primary,17,24,6,15.5,19.3,4.3,23.2,"£38,139"
850,2299,116024,Primary,8,9,1,6.7,6,0.9,31.5,"£38,982"
850,2300,116025,Primary,17,10,3,13.4,5.9,1.6,17.9,"£36,461"
850,2301,116026,Primary,10,19,5,8.7,15.1,4.4,22.8,"£37,978"
850,2304,116027,Primary,15,19,4,13.8,12.1,3.6,20.7,"£39,122"
850,2306,116028,Primary,10,10,2,8.2,5,1.8,21.6,"£37,349"
850,2309,116030,Primary,9,9,2,7.5,6.6,1.2,22,"£35,474"
850,2310,116031,Primary,9,11,4,6.1,4.8,2.4,29.2,"£42,064"
850,2312,116032,Primary,21,29,5,19.4,15,4.7,22.8,"£38,957"
850,2313,116033,Primary,23,30,3,18.3,18.5,2,22.5,"£36,979"
850,2314,116034,Primary,18,16,4,14.4,9.3,3.7,22.5,"£35,987"
850,2315,116035,Primary,9,8,3,8,4.6,1.9,21.5,"£36,702"
850,2316,116036,Primary,11,15,4,10,10.2,2.4,26.8,"£38,607"
850,2317,116037,Primary,14,10,3,9.6,5.1,1.9,19,"£37,971"
850,2318,116038,Primary,15,19,5,14,11.7,2.9,17.4,"£36,352"
850,2319,116039,Primary,14,16,3,12.8,7.9,2.1,19.4,"£36,659"
850,2320,116040,Primary,11,10,2,9.4,5.4,1.8,21.1,"£35,035"
850,2321,116041,Primary,9,12,4,7.6,6.3,3.4,22.1,"£39,274"
850,2322,116042,Primary,12,11,2,9.5,5,1.5,23.5,"£40,824"
850,2323,116043,Primary,15,21,5,12.6,7.2,2.9,23.5,"£38,349"
850,2324,116044,Primary,12,22,4,10.7,11,2.3,24.6,"£37,876"
850,2325,116045,Primary,19,14,4,16.2,7.6,3.7,25.2,"£35,703"
850,2326,116046,Primary,14,11,4,13.5,5.5,2.5,17.2,"£38,401"
850,2328,116047,Primary,10,7,4,8.4,4.5,1.9,20.4,"£38,553"
850,2329,116048,Primary,16,22,3,11.3,10.6,2.5,23,"£35,966"
850,2330,116049,Primary,7,8,3,5.3,2.5,1.7,33.6,"£46,891"
850,2332,116051,Primary,11,13,3,9.5,7.6,2.3,26.3,"£40,096"
850,2335,116052,Primary,13,13,3,10.6,10.3,2.8,22.7,"£35,378"
850,2336,116053,Primary,12,14,6,11.4,11.9,4.7,21,"£32,694"
850,2339,116054,Primary,19,15,8,16.5,8,5.4,25,"£38,664"
850,2341,116055,Primary,9,10,4,7.6,6.7,2.3,21.2,"£39,347"
850,2342,116056,Primary,12,10,3,10.3,6.7,1.9,26,"£39,202"
850,2344,116057,Primary,20,18,7,16.6,9.3,4.6,23.1,"£37,266"
850,2345,116058,Primary,11,12,6,8.5,6.8,3.4,28.8,"£40,420"
850,2346,116059,Primary,18,15,3,16.2,9.7,2,18.4,"£35,406"
850,2347,116060,Primary,14,21,2,10.5,13,1.2,18.7,"£36,003"
850,2348,116061,Primary,17,19,6,14.9,11.4,3.3,22.1,"£36,918"
850,2354,116063,Primary,13,12,2,12.4,8.8,1.6,20.6,"£39,027"
850,2357,116065,Primary,12,19,3,11.6,10.6,2,22.8,"£37,559"
850,2361,116067,Primary,10,6,5,9.1,4.8,4.3,18.9,"£34,929"
850,2367,116068,Primary,12,19,4,10.7,12.3,2.4,22.1,"£39,954"
850,2372,116069,Primary,9,11,3,7.2,6.9,1.5,22,"£31,102"
850,2373,116070,Primary,12,12,4,11,7.7,3.6,21.9,"£37,466"
850,2376,116071,Primary,19,9,4,15.8,5.9,2.8,18.1,"£34,742"
850,2377,116072,Primary,19,25,5,15.5,17.9,3.2,22.8,"£37,229"
850,2378,116073,Primary,20,15,3,16.6,7.1,2.5,20.5,"£34,953"
850,2382,116074,Primary,18,16,4,16.3,9.7,3.4,22.5,"£37,710"
850,2383,116075,Primary,16,12,4,13.5,7.5,2.2,16.6,"£36,154"
850,2384,116076,Primary,11,10,4,9.4,4.9,2,18,"£37,671"
850,2387,116078,Primary,20,19,4,16.8,11.4,3.5,22.9,"£35,896"
850,2388,116079,Primary,12,17,3,11,8.4,2.3,21.7,"£37,891"
850,2389,116080,Primary,13,8,3,11.2,5.6,1.8,17.4,"£35,416"
850,2392,116082,Primary,13,12,3,12.2,9.3,2.8,23.4,"£35,603"
850,2395,116083,Primary,22,22,8,18.3,11.4,5.6,23,"£39,628"
850,2396,116084,Primary,8,16,3,7.8,10.5,2.6,22.7,"£37,272"
850,2470,116137,Primary,12,36,2,11.4,15.6,2,22.2,"£40,986"
850,2510,116140,Primary,19,13,3,14.4,9.5,3,20.6,"£35,775"
850,2511,116141,Primary,11,8,2,8.4,4,1.4,21.3,"£38,648"
850,2512,116142,Primary,19,28,5,17.3,17.8,4,20.6,"£38,366"
850,2516,116143,Primary,4,7,2,4,5.9,1.3,22,"£28,727"
850,2517,116144,Primary,18,19,6,13,11,4,25.1,"£37,040"
850,2519,116145,Primary,10,11,2,7.2,5.6,1.7,22.2,"£38,882"
850,2520,116146,Primary,19,18,2,16.7,13.9,2,20.8,"£39,602"
850,2521,116147,Primary,10,7,2,9.1,4.5,2,24.6,"£42,467"
850,2522,144899,Primary,15,22,5,11,11.7,2.3,18,"£37,012"
850,2523,116149,Primary,20,22,4,17.5,10.7,3,19.8,"£37,798"
850,2524,116150,Primary,16,8,4,12.8,4.3,3.4,19.4,"£35,934"
850,2526,116151,Primary,15,16,3,12.7,11.7,2.5,21.2,"£37,270"
850,2530,116154,Primary,9,16,2,8,9.5,1.8,25.1,"£40,007"
850,2531,116155,Primary,21,16,8,17.9,10.5,5,22.1,"£37,528"
850,2533,116157,Primary,17,20,2,15,13.3,2,21.3,"£36,883"
850,2534,116158,Primary,11,9,3,7.7,5.8,2.4,13.5,"£36,068"
850,2606,116162,Primary,20,27,8,16.6,15.7,5.3,20.4,"£35,872"
850,2607,116163,Primary,13,18,2,10.7,10,1.6,23.6,"£36,333"
850,2610,116164,Primary,16,18,3,14,13.2,2.5,24.4,"£37,202"
850,2612,116165,Primary,13,9,3,9.2,5.9,2.8,14.2,"£34,942"
850,2613,116166,Primary,11,14,7,9.6,8.5,4.2,21,"£37,390"
850,2616,146244,Primary,15,18,6,14,9.3,3.2,15.9,"£34,609"
850,2617,116168,Primary,8,12,3,7.2,8.2,2.1,23.2,"£42,683"
850,2618,116169,Primary,9,11,4,8.2,6.7,2,22.3,"£40,231"
850,2619,116170,Primary,18,25,4,14.8,16.6,2.6,20.8,"£41,760"
850,2620,116171,Primary,14,18,3,12.6,13.2,2.6,19.6,"£38,551"
850,2621,116172,Primary,13,11,7,12.2,8.7,4.9,13.4,"£39,822"
850,2622,116173,Primary,10,13,4,7.8,7.1,2.6,18.9,"£40,717"
850,2623,116174,Primary,9,11,2,8.2,6.8,1.7,21,"£32,658"
850,2624,116175,Primary,14,15,5,10.9,7.5,3,18.9,"£38,411"
850,2625,116176,Primary,10,12,3,7.9,6.4,2,22.8,"£40,729"
850,2627,116177,Primary,19,31,10,17.1,16.4,6.7,22.3,"£38,762"
850,2630,116180,Primary,13,16,7,11.4,9.7,3.3,27.8,"£34,417"
850,2631,144093,Primary,13,11,5,12.2,6.6,2.8,19.8,"£37,231"
850,2717,116224,Primary,14,13,3,9,5.8,2.1,18.6,"£39,652"
850,2718,116225,Primary,14,15,5,12.8,6.2,3.8,18.1,"£35,855"
850,2722,129650,Primary,19,19,5,15.9,12.2,3.5,24.3,"£35,500"
850,2723,116228,Primary,20,18,4,15.2,11.4,3.1,21.3,"£36,090"
850,2725,116230,Primary,17,18,3,12.9,11.5,2.8,20.7,"£35,117"
850,2726,116231,Primary,17,14,3,13.3,8.1,2.1,20.8,"£39,001"
850,2727,116232,Primary,23,26,2,19.6,12.8,2,20.4,"£35,760"
850,2728,116233,Primary,16,14,5,12.4,8.5,3.4,16.4,"£35,905"
850,2729,116234,All through,86,50,20,78.1,35.8,15.9,16.8,"£37,950"
850,2732,116237,Primary,26,39,8,24.7,27.5,7.1,19.2,"£35,230"
850,2735,116240,Primary,5,6,2,4.4,5.1,2,24.7,"£34,909"
850,2736,116241,Primary,15,18,7,11.6,8.6,3.3,20.9,"£37,704"
850,2737,116242,Primary,22,17,4,17.8,10.1,3.9,23.6,"£38,456"
850,2739,116243,Primary,16,13,5,12.8,8.6,3.6,18.3,"£36,272"
850,2740,116244,Primary,13,18,6,10.8,7.9,4.1,19.9,"£38,002"
850,2742,116246,Primary,6,7,2,5.5,4.4,1.4,21.5,"£36,686"
850,2749,116247,Primary,18,7,2,15.6,5.5,1.2,20.6,"£34,622"
850,2750,116248,Primary,15,18,5,14.2,11.7,3.6,29.2,"£37,474"
850,2752,116249,Primary,28,37,9,23.3,17.5,5.7,27.4,"£38,592"
850,2753,116250,Primary,10,11,2,7,5.9,1.8,20.4,"£34,381"
850,2761,116255,Primary,16,18,4,16,10.2,2.9,22,"£36,815"
850,2763,116256,Primary,25,36,7,19.9,24.7,4.4,23,"£36,404"
850,2767,116260,Primary,20,18,3,15.3,9.6,2.3,20.6,"£35,623"
850,2774,116265,Primary,22,22,8,19,14.3,5.6,17.1,"£36,394"
850,2775,130325,Primary,11,10,2,9.9,6.1,2,15.8,"£38,020"
850,2776,131117,Primary,20,21,4,15.3,15.7,3.3,18.6,"£34,701"
850,2777,131116,Primary,18,26,2,15.7,16.9,2,15,"£38,260"
850,2778,131420,Primary,31,37,8,24.6,24.5,6.3,25.3,"£39,396"
850,3000,116266,Primary,7,11,1,6.4,4.1,1,16.6,"£40,476"
850,3001,116267,Primary,14,6,4,10.9,4.8,1.9,18,"£35,675"
850,3003,116268,Primary,5,4,2,3.8,2.5,1.1,16.3,"£39,022"
850,3004,116269,Primary,10,11,3,9.2,8.1,2.2,22.5,"£34,627"
850,3009,116270,Primary,7,6,3,5.6,3.9,1.8,20.3,"£41,734"
850,3012,116271,Primary,8,6,3,5.2,3.4,1.3,17.7,"£39,637"
850,3014,116273,Primary,16,15,5,14.4,8.5,2.9,25.3,"£38,371"
850,3017,137693,Primary,19,14,8,16.2,9.4,4.7,20.9,"£38,565"
850,3018,116275,Primary,5,8,2,5,3.8,1.6,22.6,"£40,378"
850,3019,116276,Primary,10,7,2,8.2,5,1.9,26.1,"£37,330"
850,3020,116277,Primary,14,13,2,11.4,7.9,1.8,21.1,"£35,850"
850,3022,116278,Primary,21,22,5,17,11.5,3.6,21.9,"£35,656"
850,3023,116279,Primary,11,10,7,8.5,6.2,3.1,24.7,"£37,500"
850,3027,116280,Primary,5,7,1,4.2,3.5,1,21.2,"£35,034"
850,3029,116281,Primary,9,9,3,6.5,5.1,1.7,15.5,"£34,966"
850,3032,116282,Primary,4,5,2,3.6,3.5,1.5,24.4,"£39,668"
850,3040,116283,Primary,8,16,3,6.2,5.2,1.7,19.9,"£39,263"
850,3046,116284,Primary,8,6,2,6.8,3.1,1.2,13.2,"£36,833"
850,3050,116285,Primary,5,6,2,4.2,3.3,1.4,19.3,"£44,442"
850,3052,116286,Primary,14,15,3,10.4,7.3,2.2,22.7,"£39,507"
850,3061,116288,Primary,13,14,2,11.8,10.6,1.1,25.7,"£37,325"
850,3062,116289,Primary,8,8,3,5.2,3.9,1.6,20.4,"£38,900"
850,3067,116290,Primary,10,14,4,7.9,8,1.7,25.9,"£37,047"
850,3079,138719,Primary,17,19,3,15.6,9.2,2.9,26.5,"£39,667"
850,3081,116292,Primary,20,36,3,18.8,15.7,3,25.9,"£38,146"
850,3082,116293,Primary,7,7,2,5.6,4.1,1.2,18.6,"£37,855"
850,3083,116294,Primary,6,4,2,3.8,1.6,1,12.1,"£39,860"
850,3088,116295,Primary,14,22,3,11.9,9.8,2,22.6,"£36,263"
850,3089,116296,Primary,6,5,2,5,3.7,1.1,20.2,"£40,308"
850,3095,116297,Primary,19,25,7,17,11.4,3.5,24.2,"£37,004"
850,3096,116298,Primary,11,5,1,7,2.7,1,16.1,"£36,380"
850,3100,116299,Primary,14,13,2,11.8,8,1.8,21.4,"£37,607"
850,3101,116300,Primary,14,13,9,11.2,7,5.5,18.9,"£34,796"
850,3102,116301,Primary,6,4,3,4,2.9,1.3,20.8,"£42,751"
850,3110,116302,Primary,4,6,2,3.8,4.1,1.6,23.4,"£36,362"
850,3112,116303,Primary,10,9,2,8.7,5.6,1.9,20.4,"£35,667"
850,3118,116304,Primary,14,21,6,11.5,9.4,3.6,22.6,"£35,379"
850,3119,116305,Primary,21,15,3,18.3,6.9,2.8,21.5,"£35,965"
850,3120,116306,Primary,14,13,4,11.5,6.5,3,22.4,"£36,531"
850,3124,116307,Primary,9,17,2,7.6,14.1,1.8,22,"£37,087"
850,3126,116308,Primary,8,8,2,5.9,3,1.6,23.6,"£40,507"
850,3132,116309,Primary,12,12,5,11.1,7,3.6,24.1,"£41,290"
850,3136,116310,Primary,9,10,2,7.7,6,1.1,26.8,"£33,441"
850,3137,116311,Primary,19,15,4,14.3,6.7,2.5,22.1,"£36,437"
850,3138,116312,Primary,9,10,2,7.9,5.8,1.5,19.7,"£39,350"
850,3142,116313,Primary,17,11,3,14.6,6.6,2.6,25,"£39,756"
850,3143,116314,Primary,14,10,10,13.4,4.7,3.1,20,"£38,385"
850,3144,116315,Primary,5,9,2,4.7,4.8,1.3,24.7,"£41,523"
850,3146,116316,Primary,13,9,0,7.9,4.8,0,17.3,"£35,573"
850,3147,116317,Primary,9,10,2,6.6,4.9,1.2,20.3,"£35,595"
850,3149,116318,Primary,9,7,3,7.6,3.4,2.1,24.5,"£41,079"
850,3150,116319,Primary,9,7,3,5.5,4.5,1.4,17.2,"£33,804"
850,3156,116320,Primary,7,9,3,7,5.3,1.9,23.1,"£41,265"
850,3163,116321,Primary,7,4,2,6.1,2.7,1.2,12.9,"£33,653"
850,3168,116322,Primary,6,6,2,4.3,2.8,0.9,11.9,"£41,254"
850,3169,116323,Primary,6,4,2,4.8,1.9,1.3,13.5,"£38,689"
850,3170,116324,Primary,28,22,4,22.4,13.1,3.5,20.1,"£35,470"
850,3171,116325,Primary,12,15,2,11.5,8.3,1.6,20.8,"£36,890"
850,3172,116326,Primary,12,10,5,9.8,4,2.8,20,"£36,881"
850,3176,116327,Primary,22,23,6,19.5,11.9,3.9,23.7,"£37,040"
850,3177,116328,Primary,9,7,2,5.6,4.5,1.4,20.4,"£39,626"
850,3181,116329,Primary,23,24,6,18.7,16.2,3.8,22.4,"£36,440"
850,3183,116330,Primary,20,10,5,14.9,6.2,4.1,24.3,"£35,055"
850,3184,116331,Primary,24,31,7,21.4,19.5,5.8,23.6,"£35,275"
850,3185,116332,Primary,15,20,7,11.7,11.6,2.9,22.6,"£38,661"
850,3186,116333,Primary,20,13,4,16,9.5,2.7,20.9,"£38,712"
850,3190,116334,Primary,18,13,7,15.4,9.7,4.5,21.7,"£36,278"
850,3191,116335,Primary,13,14,5,11.5,9.9,3.3,22.7,"£39,412"
850,3192,116336,Primary,20,29,8,18,21,5.1,19.8,"£34,013"
850,3196,116337,Primary,15,10,3,9.6,5.4,1.6,21.9,"£37,984"
850,3197,116338,Primary,17,14,4,14.8,6.5,3.4,25.4,"£40,068"
850,3199,134652,Primary,13,11,5,10.4,9.4,3.3,20.5,"£38,676"
850,3213,116345,Primary,9,9,2,6.4,5.2,1.6,19.2,"£39,294"
850,3300,116348,Primary,7,5,1,5.1,2.7,0.9,19,"£38,393"
850,3301,116349,Primary,6,8,2,5.4,4.3,1.4,19.1,"£38,970"
850,3305,116350,Primary,20,10,4,17.6,5.8,3,20.3,"£38,395"
850,3308,116351,Primary,6,10,4,5.2,4.8,2,20.4,"£40,876"
850,3310,116352,Primary,10,12,2,8.5,7.4,1.6,24.1,"£35,907"
850,3311,116353,Primary,8,12,4,6.7,5.2,2.1,19.9,"£35,637"
850,3318,116354,Primary,9,8,2,5.9,3.5,1.9,19.3,"£38,204"
850,3321,116355,Primary,9,6,2,6.9,2.8,1.6,18.7,"£36,920"
850,3325,116356,Primary,11,10,3,6.5,4.7,1.5,20.4,"£37,948"
850,3326,116357,Primary,12,9,5,9.5,4.7,2,22.6,"£38,679"
850,3330,116358,Primary,27,22,8,21.7,12.6,5.5,22.8,"£36,601"
850,3341,116359,Primary,6,9,2,5,3.4,1.5,17.2,"£37,905"
850,3344,116360,Primary,13,12,4,9.4,5.7,2.1,21.4,"£37,654"
850,3345,116361,Primary,10,7,3,9,3.1,2.1,21.3,"£40,316"
850,3346,116362,Primary,14,14,6,10.2,7.9,3.6,21.2,"£38,630"
850,3356,116363,Primary,8,4,1,7.2,2.8,1,13.2,"£37,018"
850,3357,116364,Primary,5,5,2,4.9,3.3,1.3,21.4,"£41,718"
850,3358,116365,Primary,6,10,4,4.5,6.8,2.7,39.6,"£38,072"
850,3360,116366,Primary,6,7,2,4.6,4.2,1.4,18.7,"£42,619"
850,3365,140098,Primary,14,23,4,12.7,10.6,2.3,24.5,"£38,083"
850,3382,116368,Primary,13,11,4,11.1,6.9,2.3,17.1,"£32,974"
850,3389,116369,Primary,12,10,4,9.4,4.8,1,21,"£38,058"
850,3390,116370,Primary,6,6,2,5.6,4.4,1.7,18,"£38,959"
850,3392,116371,Primary,18,25,7,16.1,11.8,4.3,25.7,"£39,580"
850,3395,116372,Primary,6,5,2,5,3,1.5,18.4,"£38,142"
850,3396,116373,Primary,9,14,2,8.4,6.8,1.5,23.8,"£38,780"
850,3399,116374,Primary,11,13,4,7,3.8,1.8,21.3,"£37,212"
850,3401,116375,Primary,12,8,2,9.7,4.6,1.6,20.6,"£37,008"
850,3404,116376,Primary,10,11,4,8.7,7.6,3,23.4,"£39,532"
850,3407,116377,Primary,23,23,8,18.6,11.9,4.7,17.4,"£36,998"
850,3409,116378,Primary,9,18,2,5.3,8,1.8,20.8,"£36,799"
850,3414,116379,Primary,13,16,3,11.7,9.8,2,21.7,"£37,398"
850,3415,116380,Primary,14,21,5,11.5,13.6,4.2,36.5,"£38,453"
850,3417,116381,Primary,23,18,5,19.1,12.8,3.7,21.5,"£35,980"
850,3418,116382,Primary,12,12,3,10.8,8.4,2.8,19.8,"£38,014"
850,3419,116383,Primary,16,17,5,11.2,9.1,3.2,21.2,"£37,108"
850,3426,116387,Primary,12,9,6,8.4,3.7,3.9,22.1,"£34,569"
850,3500,116388,Primary,12,8,6,10.2,3,3.4,20.3,"£35,678"
850,3501,116389,Primary,9,4,3,7.7,2.1,2.4,13.6,"£38,397"
850,3551,116390,Primary,13,9,5,10.1,4.6,4,23.2,"£40,119"
850,3553,116391,Primary,16,16,5,13.8,8.8,4,22.6,"£36,047"
850,3600,116392,Primary,15,12,4,11.4,8.2,3.4,26.9,"£37,664"
850,3602,116393,Primary,19,30,6,18.2,15.9,3.7,19.9,"£37,755"
850,3650,116394,Primary,17,14,2,14.1,8.2,1.8,16.9,"£35,511"
850,3660,116399,Primary,6,7,2,5.6,3.7,1.8,16.7,"£41,005"
850,3661,116400,Primary,16,17,3,15.2,9.4,2,20.6,"£34,158"
850,3662,137403,Primary,12,11,6,8.8,8.3,3.8,24.5,"£36,628"
850,3663,116402,Primary,25,24,5,18.7,7.7,3.1,23.3,"£38,242"
850,3665,131450,Primary,34,42,6,29.4,29.4,4.2,21.5,"£37,706"
850,3666,116403,Primary,11,20,5,7.9,9.6,2.1,22.8,"£37,501"
850,3667,134734,Primary,22,12,8,19.8,8.6,5,18.7,"£39,070"
850,3668,134945,Primary,13,15,3,11.4,10,2.4,21.3,"£36,507"
850,3669,131516,Primary,18,12,4,15.6,7.5,2.8,19.2,"£35,979"
850,3670,135529,Primary,13,14,5,11.9,11.7,3.8,14.2,"£35,315"
850,3671,135885,Primary,11,9,5,9,5.3,3.5,22,"£38,098"
850,3672,135887,Primary,23,25,4,20.8,19,4,22.7,"£34,645"
850,3673,136407,Primary,15,20,7,14.6,13.7,4.2,24.4,"£37,565"
850,4000,138720,Secondary,63,7,24,53.6,5.7,19.8,17.5,"£40,347"
850,4001,116405,Secondary,52,16,23,49,12,17.7,18,"£41,247"
850,4002,138287,Secondary,66,10,33,61,8.9,26.2,18.2,"£38,115"
850,4004,138437,Secondary,37,14,14,35.2,12.6,13.4,17.5,"£40,000"
850,4005,138585,Secondary,27,10,12,23.3,6.6,8.4,18.8,"£37,232"
850,4006,138920,Secondary,39,8,18,36.9,6.5,15.9,15.1,"£41,599"
850,4007,140182,Secondary,38,12,20,35.3,9.9,12.8,14.8,"£43,751"
